Position Date;Issue Date;Interest Date;Maturity Date;Rate;Counterparty;Principal Amount_position;No.;TYPE;Principal Amount_activity;Term Type Days;Investment Tenure Days;Term Type Year;Term Type Month;Investment Tenure Year;Investment Tenure Month;Principal Amount_position_modified;Market Rate
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;23540.27733;141041;TERM;17757.0;367 days;322 days;1;12;0;10;53270.99999999999;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;11489.75523;141042;TERM;8667.0;367 days;322 days;1;12;0;10;26001.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;9942.675;141043;TERM;7500.0;367 days;322 days;1;12;0;10;22500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;59656.05;141044;TERM;45000.0;367 days;322 days;1;12;0;10;135000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;198853.5;141045;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;119312.1;141046;TERM;90000.0;367 days;322 days;1;12;0;10;270000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;6959.8724999999995;141047;TERM;5250.0;367 days;322 days;1;12;0;10;15750.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;19885.35;141048;TERM;15000.0;367 days;322 days;1;12;0;10;45000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;192887.89500000002;141049;TERM;145500.0;367 days;322 days;1;12;0;10;436500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;85507.005;141050;TERM;64500.0;367 days;322 days;1;12;0;10;193500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;61956.78499500001;141051;TERM;46735.5;367 days;322 days;1;12;0;10;140206.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;10966.770525;141052;TERM;8272.5;367 days;322 days;1;12;0;10;24817.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;39770.7;141053;TERM;30000.0;367 days;322 days;1;12;0;10;90000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;99426.75;141054;TERM;75000.0;367 days;322 days;1;12;0;10;225000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;198853.5;141055;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;12925.4775;141056;TERM;9750.0;367 days;322 days;1;12;0;10;29250.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;6959.8724999999995;141057;TERM;5250.0;367 days;322 days;1;12;0;10;15750.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;188910.825;141058;TERM;142500.0;367 days;322 days;1;12;0;10;427500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;21078.471;141059;TERM;15900.0;367 days;322 days;1;12;0;10;47700.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;171014.01;141060;TERM;129000.0;367 days;322 days;1;12;0;10;387000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;104398.08750000001;141061;TERM;78750.0;367 days;322 days;1;12;0;10;236250.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;129254.77500000001;141062;TERM;97500.0;367 days;322 days;1;12;0;10;292500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;138700.31625;141063;TERM;104625.0;367 days;322 days;1;12;0;10;313875.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;69922.856205;141064;TERM;52744.5;367 days;322 days;1;12;0;10;158233.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;198853.5;141065;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;166100.340015;141066;TERM;125293.5;367 days;322 days;1;12;0;10;375880.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;110339.83007999999;141067;TERM;83232.0;367 days;322 days;1;12;0;10;249696.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;198853.5;141068;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;198853.5;141069;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;9942.675;141070;TERM;7500.0;367 days;322 days;1;12;0;10;22500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;178968.15000000002;141071;TERM;135000.0;367 days;322 days;1;12;0;10;405000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;39770.7;141072;TERM;30000.0;367 days;322 days;1;12;0;10;90000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;164332.53240000003;141073;TERM;123960.0;367 days;322 days;1;12;0;10;371880.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;156231.24081;141074;TERM;117849.0;367 days;322 days;1;12;0;10;353547.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;188910.825;141075;TERM;142500.0;367 days;322 days;1;12;0;10;427500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;198853.5;141076;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;9346.1145;141077;TERM;7050.0;367 days;322 days;1;12;0;10;21150.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;81529.935;141078;TERM;61500.0;367 days;322 days;1;12;0;10;184500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;137714.00289;141079;TERM;103881.0;367 days;322 days;1;12;0;10;311643.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;99426.75;141080;TERM;75000.0;367 days;322 days;1;12;0;10;225000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;19885.35;141081;TERM;15000.0;367 days;322 days;1;12;0;10;45000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;83057.12988;141082;TERM;62652.0;367 days;322 days;1;12;0;10;187956.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;101472.952515;141083;TERM;76543.5;367 days;322 days;1;12;0;10;229630.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;178089.21753;141084;TERM;134337.0;367 days;322 days;1;12;0;10;403011.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;192887.89500000002;141085;TERM;145500.0;367 days;322 days;1;12;0;10;436500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;118077.21976500002;141086;TERM;89068.5;367 days;322 days;1;12;0;10;267205.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;99426.75;141087;TERM;75000.0;367 days;322 days;1;12;0;10;225000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;198853.5;141088;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;53690.44499999999;141089;TERM;40500.0;367 days;322 days;1;12;0;10;121500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;39770.7;141090;TERM;30000.0;367 days;322 days;1;12;0;10;90000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;149140.125;141091;TERM;112500.0;367 days;322 days;1;12;0;10;337500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;131243.31;141092;TERM;99000.0;367 days;322 days;1;12;0;10;297000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;173002.54499999998;141093;TERM;130500.0;367 days;322 days;1;12;0;10;391500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;198853.5;141094;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;178968.15000000002;141095;TERM;135000.0;367 days;322 days;1;12;0;10;405000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;51777.47433;141096;TERM;39057.0;367 days;322 days;1;12;0;10;117171.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;23862.420000000002;141097;TERM;18000.0;367 days;322 days;1;12;0;10;54000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;99426.75;141098;TERM;75000.0;367 days;322 days;1;12;0;10;225000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;192887.89500000002;141099;TERM;145500.0;367 days;322 days;1;12;0;10;436500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;79368.397455;141100;TERM;59869.5;367 days;322 days;1;12;0;10;179608.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;149140.125;141101;TERM;112500.0;367 days;322 days;1;12;0;10;337500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;35197.0695;141102;TERM;26550.0;367 days;322 days;1;12;0;10;79650.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;198853.5;141103;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;15182.464725;141104;TERM;11452.5;367 days;322 days;1;12;0;10;34357.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;14416.87875;141105;TERM;10875.0;367 days;322 days;1;12;0;10;32625.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;99426.75;141106;TERM;75000.0;367 days;322 days;1;12;0;10;225000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;198853.5;141107;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;198853.5;141108;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;198853.5;141109;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;99426.75;141110;TERM;75000.0;367 days;322 days;1;12;0;10;225000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;51166.994085;141111;TERM;38596.5;367 days;322 days;1;12;0;10;115789.49999999999;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;192887.89500000002;141112;TERM;145500.0;367 days;322 days;1;12;0;10;436500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;178968.15000000002;141113;TERM;135000.0;367 days;322 days;1;12;0;10;405000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;139197.45;141114;TERM;105000.0;367 days;322 days;1;12;0;10;315000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;198853.5;141115;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;198853.5;141116;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;994267.5;141117;TERM;750000.0;367 days;322 days;1;12;0;10;2250000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;Q;49713.375;141118;TERM;37500.0;367 days;322 days;1;12;0;10;112500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.45;Q;21014.83788;141119;TERM;15852.0;367 days;322 days;1;12;0;10;48216.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.45;Q;198853.5;141120;TERM;150000.0;367 days;322 days;1;12;0;10;456250.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.45;Q;192887.89500000002;141121;TERM;145500.0;367 days;322 days;1;12;0;10;442562.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;12925.4775;141122;TERM;9750.0;367 days;322 days;1;12;0;10;31281.25;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;39770.7;141123;TERM;30000.0;367 days;322 days;1;12;0;10;96250.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;65621.655;141124;TERM;49500.0;367 days;322 days;1;12;0;10;158812.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;19885.35;141125;TERM;15000.0;367 days;322 days;1;12;0;10;48125.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;39770.7;141126;TERM;30000.0;367 days;322 days;1;12;0;10;96250.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;55279.284465000004;141127;TERM;41698.5;367 days;322 days;1;12;0;10;133782.6875;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;178968.15000000002;141128;TERM;135000.0;367 days;322 days;1;12;0;10;433125.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;25850.955;141129;TERM;19500.0;367 days;322 days;1;12;0;10;62562.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;30822.2925;141130;TERM;23250.0;367 days;322 days;1;12;0;10;74593.75;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;33805.095;141131;TERM;25500.0;367 days;322 days;1;12;0;10;81812.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;55219.628415;141132;TERM;41653.5;367 days;322 days;1;12;0;10;133638.3125;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;44932.93686;141133;TERM;33894.0;367 days;322 days;1;12;0;10;108743.24999999999;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;6959.8724999999995;141134;TERM;5250.0;367 days;322 days;1;12;0;10;16843.75;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;150221.88804000002;141135;TERM;113316.0;367 days;322 days;1;12;0;10;363555.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;19885.35;141136;TERM;15000.0;367 days;322 days;1;12;0;10;48125.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;29828.025;141137;TERM;22500.0;367 days;322 days;1;12;0;10;72187.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;9942.675;141138;TERM;7500.0;367 days;322 days;1;12;0;10;24062.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;31816.56;141140;TERM;24000.0;367 days;322 days;1;12;0;10;77000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;9942.675;141141;TERM;7500.0;367 days;322 days;1;12;0;10;24062.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;89484.07500000001;141142;TERM;67500.0;367 days;322 days;1;12;0;10;216562.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;198853.5;141143;TERM;150000.0;367 days;322 days;1;12;0;10;481250.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;29828.025;141144;TERM;22500.0;367 days;322 days;1;12;0;10;72187.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;13919.744999999999;141145;TERM;10500.0;367 days;322 days;1;12;0;10;33687.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;35594.77650000001;141146;TERM;26850.0;367 days;322 days;1;12;0;10;86143.75;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;46038.56232;141147;TERM;34728.0;367 days;322 days;1;12;0;10;111419.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;41759.235;141148;TERM;31500.0;367 days;322 days;1;12;0;10;101062.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;53690.44499999999;141149;TERM;40500.0;367 days;322 days;1;12;0;10;129937.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;63633.12;141150;TERM;48000.0;367 days;322 days;1;12;0;10;154000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;59656.05;141151;TERM;45000.0;367 days;322 days;1;12;0;10;144375.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;188910.825;141152;TERM;142500.0;367 days;322 days;1;12;0;10;457187.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;10936.942500000001;141153;TERM;8250.0;367 days;322 days;1;12;0;10;26468.75;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;29828.025;141154;TERM;22500.0;367 days;322 days;1;12;0;10;72187.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;198853.5;141155;TERM;150000.0;367 days;322 days;1;12;0;10;481250.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;55678.979999999996;141156;TERM;42000.0;367 days;322 days;1;12;0;10;134750.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;198853.5;141157;TERM;150000.0;367 days;322 days;1;12;0;10;481250.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;49713.375;141158;TERM;37500.0;367 days;322 days;1;12;0;10;120312.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;9942.675;141159;TERM;7500.0;367 days;322 days;1;12;0;10;24062.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;39770.7;141160;TERM;30000.0;367 days;322 days;1;12;0;10;96250.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;167184.09159000003;141161;TERM;126111.0;367 days;322 days;1;12;0;10;404606.12499999994;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;Q;188910.825;141162;TERM;142500.0;367 days;322 days;1;12;0;10;457187.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;H;75474.845925;141213;TERM;56932.5;367 days;322 days;1;12;0;10;170797.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;L;9942.675;325422;TERM;7500.0;367 days;322 days;1;12;0;10;22500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;L;9942.675;325423;TERM;7500.0;367 days;322 days;1;12;0;10;22500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;L;29828.025;325424;TERM;22500.0;367 days;322 days;1;12;0;10;67500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;L;29828.025;325425;TERM;22500.0;367 days;322 days;1;12;0;10;67500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;L;29828.025;325426;TERM;22500.0;367 days;322 days;1;12;0;10;67500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;L;49713.375;325427;TERM;37500.0;367 days;322 days;1;12;0;10;112500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;L;49713.375;325428;TERM;37500.0;367 days;322 days;1;12;0;10;112500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;L;188910.825;325429;TERM;142500.0;367 days;322 days;1;12;0;10;427500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.5;P;397707.0;325432;TERM;300000.0;367 days;322 days;1;12;0;10;925000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;P;49713.375;325433;TERM;37500.0;367 days;322 days;1;12;0;10;120312.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;P;59656.05;325434;TERM;45000.0;367 days;322 days;1;12;0;10;144375.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;1.6;I;46088.7131727;325435;CASHABLE;34765.83;367 days;322 days;1;12;0;10;81120.27;2.0168
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.8;T;79565.5408149;140989;TERM;60018.21;1827 days;322 days;5;60;0;10;200060.69999999998;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.8;U;198853.5;140993;TERM;150000.0;1827 days;322 days;5;60;0;10;500000.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.8;U;83518.47;140994;TERM;63000.0;1827 days;322 days;5;60;0;10;210000.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.6;U;198853.5;140995;TERM;150000.0;1827 days;322 days;5;60;0;10;475000.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.6;U;198853.5;140996;TERM;150000.0;1827 days;322 days;5;60;0;10;475000.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;3.05;D;39770.7;140997;TERM;30000.0;1827 days;322 days;5;60;0;10;106250.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.95;D;27839.489999999998;140998;TERM;21000.0;1827 days;322 days;5;60;0;10;72625.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.8;D;31816.56;141000;TERM;24000.0;1827 days;322 days;5;60;0;10;80000.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.95;D;14914.0125;141001;TERM;11250.0;1827 days;322 days;5;60;0;10;38906.25;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;3.05;D;79541.4;141002;TERM;60000.0;1827 days;322 days;5;60;0;10;212500.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.85;D;23862.420000000002;141003;TERM;18000.0;1827 days;322 days;5;60;0;10;60750.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;3.05;D;49713.375;141004;TERM;37500.0;1827 days;322 days;5;60;0;10;132812.5;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.8;D;79541.4;141005;TERM;60000.0;1827 days;322 days;5;60;0;10;200000.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.85;D;159082.8;141006;TERM;120000.0;1827 days;322 days;5;60;0;10;405000.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;3.05;D;149140.125;141009;TERM;112500.0;1827 days;322 days;5;60;0;10;398437.5;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.85;D;19885.35;141010;TERM;15000.0;1827 days;322 days;5;60;0;10;50625.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.95;D;19885.35;141011;TERM;15000.0;1827 days;322 days;5;60;0;10;51875.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.8;D;79541.4;141012;TERM;60000.0;1827 days;322 days;5;60;0;10;200000.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.85;D;59656.05;141013;TERM;45000.0;1827 days;322 days;5;60;0;10;151875.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;3.05;D;49713.375;141014;TERM;37500.0;1827 days;322 days;5;60;0;10;132812.5;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;3.05;D;99426.75;141015;TERM;75000.0;1827 days;322 days;5;60;0;10;265625.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.7;D;75564.33;141016;TERM;57000.0;1827 days;322 days;5;60;0;10;185250.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;3.05;D;35793.630000000005;141018;TERM;27000.0;1827 days;322 days;5;60;0;10;95625.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;3.05;D;29828.025;141019;TERM;22500.0;1827 days;322 days;5;60;0;10;79687.5;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;3.05;D;37782.165;141020;TERM;28500.0;1827 days;322 days;5;60;0;10;100937.5;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;3.05;D;33805.095;141021;TERM;25500.0;1827 days;322 days;5;60;0;10;90312.5;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.8;D;30424.5855;141025;TERM;22950.0;1827 days;322 days;5;60;0;10;76500.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;3.05;D;29828.025;141026;TERM;22500.0;1827 days;322 days;5;60;0;10;79687.5;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.8;D;59656.05;141027;TERM;45000.0;1827 days;322 days;5;60;0;10;150000.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;3.05;D;198853.5;141032;TERM;150000.0;1827 days;322 days;5;60;0;10;531250.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.8;D;9942.675;141037;TERM;7500.0;1827 days;322 days;5;60;0;10;25000.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.8;D;9942.675;141038;TERM;7500.0;1827 days;322 days;5;60;0;10;25000.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.92;Q;101415.285;141163;TERM;76500.0;1827 days;322 days;5;60;0;10;262650.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;3.05;Q;126643.82854500001;141164;TERM;95530.5;1827 days;322 days;5;60;0;10;338337.1875;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;3.05;Q;192887.89500000002;141165;TERM;145500.0;1827 days;322 days;5;60;0;10;515312.5;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;3.05;Q;188910.825;141166;TERM;142500.0;1827 days;322 days;5;60;0;10;504687.5;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;3.05;Q;188910.825;141167;TERM;142500.0;1827 days;322 days;5;60;0;10;504687.5;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;3.05;Q;39770.7;141168;TERM;30000.0;1827 days;322 days;5;60;0;10;106250.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;3.05;Q;19885.35;141169;TERM;15000.0;1827 days;322 days;5;60;0;10;53125.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.75;Q;99426.75;141170;TERM;75000.0;1827 days;322 days;5;60;0;10;246875.0;1.9883
2020-01-31;2019-03-15;2019-03-15;2024-03-15;2.95;Q;95449.68000000001;141171;TERM;72000.0;1827 days;322 days;5;60;0;10;249000.0;1.9883
