Position Date;Issue Date;Interest Date;Maturity Date;Rate;Counterparty;Principal Amount_position;No.;TYPE;Principal Amount_activity;Term Type Days;Investment Tenure Days;Term Type Year;Term Type Month;Investment Tenure Year;Investment Tenure Month;Principal Amount_position_modified;Market Rate
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;29828.025;150152;TERM;22500.0;366 days;24 days;1;12;0;0;22500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;19885.35;150153;TERM;15000.0;366 days;24 days;1;12;0;0;15000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;49713.375;150154;TERM;37500.0;366 days;24 days;1;12;0;0;37500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;7954.14;150155;TERM;6000.0;366 days;24 days;1;12;0;0;6000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;9942.675;150156;TERM;7500.0;366 days;24 days;1;12;0;0;7500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;17220.7131;150157;TERM;12990.0;366 days;24 days;1;12;0;0;12990.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;8948.407500000001;150158;TERM;6750.0;366 days;24 days;1;12;0;0;6750.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;57397.07424;150159;TERM;43296.0;366 days;24 days;1;12;0;0;43296.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;103403.82;150160;TERM;78000.0;366 days;24 days;1;12;0;0;78000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;87097.833;150161;TERM;65700.0;366 days;24 days;1;12;0;0;65700.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;11931.210000000001;150162;TERM;9000.0;366 days;24 days;1;12;0;0;9000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;11931.210000000001;150163;TERM;9000.0;366 days;24 days;1;12;0;0;9000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;24325.748655;150164;TERM;18349.5;366 days;24 days;1;12;0;0;18349.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;11467.881345000002;150165;TERM;8650.5;366 days;24 days;1;12;0;0;8650.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;10579.0062;150166;TERM;7980.0;366 days;24 days;1;12;0;0;7980.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;159082.8;150167;TERM;120000.0;366 days;24 days;1;12;0;0;120000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;11931.210000000001;150168;TERM;9000.0;366 days;24 days;1;12;0;0;9000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;17499.108;150169;TERM;13200.0;366 days;24 days;1;12;0;0;13200.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;34998.216;150170;TERM;26400.0;366 days;24 days;1;12;0;0;26400.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;34998.216;150171;TERM;26400.0;366 days;24 days;1;12;0;0;26400.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;9942.675;150172;TERM;7500.0;366 days;24 days;1;12;0;0;7500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;7954.14;150173;TERM;6000.0;366 days;24 days;1;12;0;0;6000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;21472.20093;150174;TERM;16197.0;366 days;24 days;1;12;0;0;16197.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;21541.799655000003;150175;TERM;16249.5;366 days;24 days;1;12;0;0;16249.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;13979.40105;150176;TERM;10545.0;366 days;24 days;1;12;0;0;10545.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;169124.90175000002;150177;TERM;127575.0;366 days;24 days;1;12;0;0;127575.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;19885.35;150178;TERM;15000.0;366 days;24 days;1;12;0;0;15000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;41781.108885;150179;TERM;31516.5;366 days;24 days;1;12;0;0;31516.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;39770.7;150180;TERM;30000.0;366 days;24 days;1;12;0;0;30000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;99426.75;150181;TERM;75000.0;366 days;24 days;1;12;0;0;75000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;49713.375;150182;TERM;37500.0;366 days;24 days;1;12;0;0;37500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;99426.75;150183;TERM;75000.0;366 days;24 days;1;12;0;0;75000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;49713.375;150184;TERM;37500.0;366 days;24 days;1;12;0;0;37500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;49713.375;150185;TERM;37500.0;366 days;24 days;1;12;0;0;37500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;19885.35;150186;TERM;15000.0;366 days;24 days;1;12;0;0;15000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;15950.039235;150187;TERM;12031.5;366 days;24 days;1;12;0;0;12031.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;27441.783000000003;150188;TERM;20700.0;366 days;24 days;1;12;0;0;20700.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;39770.7;150189;TERM;30000.0;366 days;24 days;1;12;0;0;30000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;188875.03136999998;150190;TERM;142473.0;366 days;24 days;1;12;0;0;142473.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;192887.89500000002;150191;TERM;145500.0;366 days;24 days;1;12;0;0;145500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;43747.770000000004;150192;TERM;33000.0;366 days;24 days;1;12;0;0;33000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;198853.5;150193;TERM;150000.0;366 days;24 days;1;12;0;0;150000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;39770.7;150194;TERM;30000.0;366 days;24 days;1;12;0;0;30000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;78706.2153;150195;TERM;59370.0;366 days;24 days;1;12;0;0;59370.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;50508.789;150196;TERM;38100.0;366 days;24 days;1;12;0;0;38100.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;99426.75;150197;TERM;75000.0;366 days;24 days;1;12;0;0;75000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;39770.7;150198;TERM;30000.0;366 days;24 days;1;12;0;0;30000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;73575.795;150199;TERM;55500.0;366 days;24 days;1;12;0;0;55500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;65621.655;150200;TERM;49500.0;366 days;24 days;1;12;0;0;49500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;59950.35318;150201;TERM;45222.0;366 days;24 days;1;12;0;0;45222.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;139197.45;150202;TERM;105000.0;366 days;24 days;1;12;0;0;105000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;101413.296465;150203;TERM;76498.5;366 days;24 days;1;12;0;0;76498.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;149605.44219;150204;TERM;112851.0;366 days;24 days;1;12;0;0;112851.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;198853.5;150205;TERM;150000.0;366 days;24 days;1;12;0;0;150000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;68206.7505;150206;TERM;51450.0;366 days;24 days;1;12;0;0;51450.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;198853.5;150207;TERM;150000.0;366 days;24 days;1;12;0;0;150000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;73146.27144;150208;TERM;55176.0;366 days;24 days;1;12;0;0;55176.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;47724.840000000004;150209;TERM;36000.0;366 days;24 days;1;12;0;0;36000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;198853.5;150210;TERM;150000.0;366 days;24 days;1;12;0;0;150000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;198853.5;150211;TERM;150000.0;366 days;24 days;1;12;0;0;150000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;156696.55800000002;150212;TERM;118200.0;366 days;24 days;1;12;0;0;118200.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;75564.33;150213;TERM;57000.0;366 days;24 days;1;12;0;0;57000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;49713.375;150214;TERM;37500.0;366 days;24 days;1;12;0;0;37500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;178968.15000000002;150215;TERM;135000.0;366 days;24 days;1;12;0;0;135000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;99426.75;150216;TERM;75000.0;366 days;24 days;1;12;0;0;75000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;192887.89500000002;150217;TERM;145500.0;366 days;24 days;1;12;0;0;145500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;99426.75;150218;TERM;75000.0;366 days;24 days;1;12;0;0;75000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;99426.75;150219;TERM;75000.0;366 days;24 days;1;12;0;0;75000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;33383.52558;150220;TERM;25182.0;366 days;24 days;1;12;0;0;25182.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;126868.533;150221;TERM;95700.0;366 days;24 days;1;12;0;0;95700.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;192887.89500000002;150222;TERM;145500.0;366 days;24 days;1;12;0;0;145500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;212305.939275;150223;TERM;160147.5;366 days;24 days;1;12;0;0;160147.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;96052.20610499999;150224;TERM;72454.5;366 days;24 days;1;12;0;0;72454.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;29348.788065;150225;TERM;22138.5;366 days;24 days;1;12;0;0;22138.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;39870.12675;150226;TERM;30075.0;366 days;24 days;1;12;0;0;30075.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;106322.98938000001;150227;TERM;80202.0;366 days;24 days;1;12;0;0;80202.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;68924.61163500001;150228;TERM;51991.5;366 days;24 days;1;12;0;0;51991.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;14661.468555;150229;TERM;11059.5;366 days;24 days;1;12;0;0;11059.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;37782.165;150230;TERM;28500.0;366 days;24 days;1;12;0;0;28500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;119312.1;150231;TERM;90000.0;366 days;24 days;1;12;0;0;90000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;42634.1904;150232;TERM;32160.0;366 days;24 days;1;12;0;0;32160.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;133231.845;150233;TERM;100500.0;366 days;24 days;1;12;0;0;100500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;102918.61746000001;150234;TERM;77634.0;366 days;24 days;1;12;0;0;77634.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;74669.48925;150235;TERM;56325.0;366 days;24 days;1;12;0;0;56325.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;194476.73446500002;150236;TERM;146698.5;366 days;24 days;1;12;0;0;146698.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;99426.75;150237;TERM;75000.0;366 days;24 days;1;12;0;0;75000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;62638.8525;150238;TERM;47250.0;366 days;24 days;1;12;0;0;47250.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;196944.5064;150239;TERM;148560.0;366 days;24 days;1;12;0;0;148560.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;120306.3675;150240;TERM;90750.0;366 days;24 days;1;12;0;0;90750.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;228880.3785;150241;TERM;172650.0;366 days;24 days;1;12;0;0;172650.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;229079.23200000002;150242;TERM;172800.0;366 days;24 days;1;12;0;0;172800.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;119312.1;150243;TERM;90000.0;366 days;24 days;1;12;0;0;90000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;23862.420000000002;150244;TERM;18000.0;366 days;24 days;1;12;0;0;18000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;119312.1;150245;TERM;90000.0;366 days;24 days;1;12;0;0;90000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.25;Q;126039.31390500002;150246;TERM;95074.5;366 days;24 days;1;12;0;0;95074.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.35;Q;198853.5;150247;TERM;150000.0;366 days;24 days;1;12;0;0;150000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.35;Q;198853.5;150248;TERM;150000.0;366 days;24 days;1;12;0;0;150000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.35;Q;63235.413;150249;TERM;47700.0;366 days;24 days;1;12;0;0;47700.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.4;Q;41023.47705;150251;TERM;30945.0;366 days;24 days;1;12;0;0;30945.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;49713.375;150252;TERM;37500.0;366 days;24 days;1;12;0;0;37500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;119312.1;150253;TERM;90000.0;366 days;24 days;1;12;0;0;90000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;49713.375;150254;TERM;37500.0;366 days;24 days;1;12;0;0;37500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;19885.35;150255;TERM;15000.0;366 days;24 days;1;12;0;0;15000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;29828.025;150256;TERM;22500.0;366 days;24 days;1;12;0;0;22500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;39770.7;150257;TERM;30000.0;366 days;24 days;1;12;0;0;30000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;29828.025;150258;TERM;22500.0;366 days;24 days;1;12;0;0;22500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;35793.630000000005;150259;TERM;27000.0;366 days;24 days;1;12;0;0;27000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;29629.171499999997;150260;TERM;22350.0;366 days;24 days;1;12;0;0;22350.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;192887.89500000002;150261;TERM;145500.0;366 days;24 days;1;12;0;0;145500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;79541.4;150262;TERM;60000.0;366 days;24 days;1;12;0;0;60000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;9942.675;150263;TERM;7500.0;366 days;24 days;1;12;0;0;7500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;57667.515;150264;TERM;43500.0;366 days;24 days;1;12;0;0;43500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;9942.675;150265;TERM;7500.0;366 days;24 days;1;12;0;0;7500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;49713.375;150266;TERM;37500.0;366 days;24 days;1;12;0;0;37500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;14914.0125;150267;TERM;11250.0;366 days;24 days;1;12;0;0;11250.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;9942.675;150268;TERM;7500.0;366 days;24 days;1;12;0;0;7500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;11931.210000000001;150269;TERM;9000.0;366 days;24 days;1;12;0;0;9000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;9942.675;150270;TERM;7500.0;366 days;24 days;1;12;0;0;7500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.45;Q;79541.4;150271;TERM;60000.0;366 days;24 days;1;12;0;0;60000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;9942.675;150272;TERM;7500.0;366 days;24 days;1;12;0;0;7500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;24210.413625;150273;TERM;18262.5;366 days;24 days;1;12;0;0;18262.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;24210.413625;150274;TERM;18262.5;366 days;24 days;1;12;0;0;18262.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;127053.466755;150275;TERM;95839.5;366 days;24 days;1;12;0;0;95839.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;33805.095;150276;TERM;25500.0;366 days;24 days;1;12;0;0;25500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;119312.1;150277;TERM;90000.0;366 days;24 days;1;12;0;0;90000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;19885.35;150278;TERM;15000.0;366 days;24 days;1;12;0;0;15000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;192887.89500000002;150279;TERM;145500.0;366 days;24 days;1;12;0;0;145500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;69598.725;150280;TERM;52500.0;366 days;24 days;1;12;0;0;52500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;39770.7;150281;TERM;30000.0;366 days;24 days;1;12;0;0;30000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;23862.420000000002;150282;TERM;18000.0;366 days;24 days;1;12;0;0;18000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;17896.815000000002;150283;TERM;13500.0;366 days;24 days;1;12;0;0;13500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;6959.8724999999995;150288;TERM;5250.0;366 days;24 days;1;12;0;0;5250.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;52099.617;150289;TERM;39300.0;366 days;24 days;1;12;0;0;39300.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;23812.706625;150290;TERM;17962.5;366 days;24 days;1;12;0;0;17962.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;23812.706625;150291;TERM;17962.5;366 days;24 days;1;12;0;0;17962.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;198853.5;150292;TERM;150000.0;366 days;24 days;1;12;0;0;150000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;50868.713835;150293;TERM;38371.5;366 days;24 days;1;12;0;0;38371.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;50797.126575;150294;TERM;38317.5;366 days;24 days;1;12;0;0;38317.5;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;11680.65459;150295;TERM;8811.0;366 days;24 days;1;12;0;0;8811.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;198853.5;150296;TERM;150000.0;366 days;24 days;1;12;0;0;150000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;31816.56;150297;TERM;24000.0;366 days;24 days;1;12;0;0;24000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;33805.095;150298;TERM;25500.0;366 days;24 days;1;12;0;0;25500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;11931.210000000001;150299;TERM;9000.0;366 days;24 days;1;12;0;0;9000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;11931.210000000001;150300;TERM;9000.0;366 days;24 days;1;12;0;0;9000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;39770.7;150301;TERM;30000.0;366 days;24 days;1;12;0;0;30000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;32810.8275;150302;TERM;24750.0;366 days;24 days;1;12;0;0;24750.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;9942.675;150303;TERM;7500.0;366 days;24 days;1;12;0;0;7500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;99426.75;150304;TERM;75000.0;366 days;24 days;1;12;0;0;75000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;137208.915;150305;TERM;103500.0;366 days;24 days;1;12;0;0;103500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;59656.05;150306;TERM;45000.0;366 days;24 days;1;12;0;0;45000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;59656.05;150307;TERM;45000.0;366 days;24 days;1;12;0;0;45000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;6959.8724999999995;150308;TERM;5250.0;366 days;24 days;1;12;0;0;5250.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;198853.5;150309;TERM;150000.0;366 days;24 days;1;12;0;0;150000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;49713.375;150310;TERM;37500.0;366 days;24 days;1;12;0;0;37500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;159082.8;150311;TERM;120000.0;366 days;24 days;1;12;0;0;120000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;29828.025;150312;TERM;22500.0;366 days;24 days;1;12;0;0;22500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;11931.210000000001;150313;TERM;9000.0;366 days;24 days;1;12;0;0;9000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;33805.095;150314;TERM;25500.0;366 days;24 days;1;12;0;0;25500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;9942.675;150315;TERM;7500.0;366 days;24 days;1;12;0;0;7500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;8948.407500000001;150316;TERM;6750.0;366 days;24 days;1;12;0;0;6750.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;22868.152500000004;150317;TERM;17250.0;366 days;24 days;1;12;0;0;17250.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;29231.464500000002;150318;TERM;22050.0;366 days;24 days;1;12;0;0;22050.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;26845.222499999996;150319;TERM;20250.0;366 days;24 days;1;12;0;0;20250.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;39770.7;150320;TERM;30000.0;366 days;24 days;1;12;0;0;30000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;25652.101500000004;150321;TERM;19350.0;366 days;24 days;1;12;0;0;19350.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;11931.210000000001;150322;TERM;9000.0;366 days;24 days;1;12;0;0;9000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;6959.8724999999995;150323;TERM;5250.0;366 days;24 days;1;12;0;0;5250.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.5;Q;13919.744999999999;150324;TERM;10500.0;366 days;24 days;1;12;0;0;10500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.05;Q;119312.1;150325;TERM;90000.0;366 days;24 days;1;12;0;0;90000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.2;G;198853.5;150326;TERM;150000.0;366 days;24 days;1;12;0;0;150000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.2;G;198853.5;150327;TERM;150000.0;366 days;24 days;1;12;0;0;150000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.2;G;218738.84999999998;150328;TERM;165000.0;366 days;24 days;1;12;0;0;165000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.2;J;29828.025;150337;TERM;22500.0;366 days;24 days;1;12;0;0;22500.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.2;J;33522.72303;150338;TERM;25287.0;366 days;24 days;1;12;0;0;25287.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.2;J;11931.210000000001;150339;TERM;9000.0;366 days;24 days;1;12;0;0;9000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.2;J;15908.28;150340;TERM;12000.0;366 days;24 days;1;12;0;0;12000.0;1.97
2020-01-31;2020-01-07;2020-01-07;2021-01-07;2.2;J;100502.547435;150341;TERM;75811.5;366 days;24 days;1;12;0;0;75811.5;1.97
